build ID,commit,prev commit,time,file change,is test run,tests
445018,2e0467650eec39acd9495ea3e86969888e271eba,dd8391b#cf6661f,2011-12-25 07:16:20,features/sitemap_traversal.features#fixtures/traversal-app/config.rb#fixtures/traversal-app/source/directory-indexed.html.erb#fixtures/traversal-app/source/directory-indexed/sibling.html.erb#fixtures/traversal-app/source/directory-indexed/sibling2.html.erb#fixtures/traversal-app/source/directory-indexed/sub2/index.html.erb#fixtures/traversal-app/source/directory-indexed/sub3/deep.html.erb#fixtures/traversal-app/source/layout.erb#lib/middleman/sitemap/page.rb,False,
445061,2904054cebc94f0c94af3fc59b682fb45009c56b,2e04676,2011-12-25 07:25:24,middleman-x86-mingw32.gemspec#middleman.gemspec,False,
446949,7e86ed058ffc417bd05b3e3ea1c7f82024f8d6cb#b5c88adb2826a7787211cdc3d23a90e6cef98274,2904054,2011-12-25 18:06:53,CHANGELOG.md#features/asset_host.feature#features/feature_params.feature#features/step_definitions/asset_host_steps.rb#fixtures/asset-host-app/config.rb#fixtures/asset-host-app/source/.htaccess#fixtures/asset-host-app/source/asset_host.html.haml#fixtures/asset-host-app/source/images/blank.gif#fixtures/asset-host-app/source/stylesheets/asset_host.css.sass#fixtures/feature-params-app/config.rb#fixtures/feature-params-app/source/index.html.erb#lib/middleman/base.rb#lib/middleman/core_extensions/extensions.rb#lib/middleman/extensions/asset_host.rb#middleman-x86-mingw32.gemspec#middleman.gemspec,False,
449167,b9c5c89e401af96116542d16d856b3871e0f4269,7e86ed0,2011-12-26 19:11:41,features/dynamic_pages.feature#fixtures/test-app/config.rb#fixtures/test-app/source/should_be_ignored4.html#fixtures/test-app/source/should_be_ignored5.html#fixtures/test-app/source/should_be_ignored6.html#fixtures/test-app/source/should_be_ignored7.html#fixtures/test-app/source/should_be_ignored8.html,False,
449175,6ef32652c720fb0fc9f8a01c7cbf8125281f5e6c,b9c5c89,2011-12-26 19:24:39,lib/middleman.rb#lib/middleman/core_extensions/data.rb#lib/middleman/core_extensions/front_matter.rb#lib/middleman/sitemap/page.rb,False,
450417,faafe71500bce10d24f1dd46c0274b8455908512,6ef3265#c0fbb66,2011-12-27 06:35:31,lib/middleman/sitemap/store.rb,False,
450533,d416f2797d12e2d5b50a4285c24e725a66b30ff0,faafe71#8ded1b8,2011-12-27 08:41:53,features/sass_partials.feature#fixtures/preview-app/source/stylesheets/_partial.sass#fixtures/preview-app/source/stylesheets/main.css.sass,False,
450541,b4fd352467d964e9f9057f46eef20e8926e55abf,d416f27,2011-12-27 08:45:24,features/sass_partials.feature#fixtures/preview-app/source/stylesheets/_partial2.css.sass#fixtures/preview-app/source/stylesheets/main2.css.sass,False,
452802,cc7d51c4c866c249c9cc381056321aa9252ea9a4,b4fd352,2011-12-27 21:56:48,middleman-x86-mingw32.gemspec#middleman.gemspec,False,
453311,aab166f3b39cf8c4269fe1fb93558aca93e245a2,cc7d51c,2011-12-28 02:11:21,features/sass_partials.feature#fixtures/preview-app/source/stylesheets/main.css.sass#fixtures/preview-app/source/stylesheets/main2.css.sass#fixtures/preview-app/source/stylesheets/plain.css.sass#lib/middleman/core_extensions/sprockets.rb,False,
453316,68f5ade7bec749c666ab0d2f612ab69a87276e6c,aab166f#4af08e4,2011-12-28 02:11:30,features/builder.feature#fixtures/test-app/source/other_layout.erb,False,
453342,c7dd4615c738e23194fe2cddd1590da443dc04e2,68f5ade,2011-12-28 02:20:20,middleman-x86-mingw32.gemspec#middleman.gemspec,False,
453378,9afdd5ba4eeb13a8f23c44f54eab03da1e5fbf98,c7dd461,2011-12-28 02:47:14,lib/middleman/core_extensions/sitemap.rb#lib/middleman/sitemap/store.rb,False,
453386,aec2009a52bc8cdff2ebeaaa4acb276727942f75,9afdd5b,2011-12-28 02:50:55,lib/middleman/core_extensions/sitemap.rb,False,
453400,a344e00116b024c5dffdd3c0b9e893674affaaa4,aec2009,2011-12-28 02:53:23,fixtures/fonts-app/source/stylesheets/fonts.css.sass,False,
453504,0b7e7582d5c9e163c8eaa5adbb55101654f506d3,a344e00,2011-12-28 03:46:58,lib/middleman/core_extensions/sprockets.rb,False,
456481,2b3354472c0636a5d2171047eb12bede48249bc9,0b7e758,2011-12-28 23:30:25,CHANGELOG.md#bin/middleman#features/ignore_already_minified.features#features/static_server.feature#fixtures/already-minified-app/config.rb#fixtures/already-minified-app/source/javascripts/test.min.js#fixtures/already-minified-app/source/stylesheets/test.min.css#fixtures/plain-app/index.html#lib/middleman/base.rb#lib/middleman/cli/server.rb#lib/middleman/core_extensions/front_matter.rb#lib/middleman/core_extensions/rendering.rb#lib/middleman/core_extensions/sitemap.rb#lib/middleman/sitemap/store.rb#lib/middleman/step_definitions/server_steps.rb,False,
457298,8e66929a3fbf660757f8c86179007324f266d047,2b33544,2011-12-29 06:52:59,bin/middleman#lib/middleman/cli.rb#lib/middleman/cli/build.rb#lib/middleman/cli/init.rb#lib/middleman/cli/server.rb,False,
459502,c8a134a38662f8937f89bc7bb6fdd887d8e68738,8e66929,2011-12-29 23:10:17,Gemfile#Rakefile#features/support/env.rb#fixtures/chained-app/source/index.html.markdown.erb#fixtures/clean-app/source/index.html.haml#fixtures/clean-dir-app/config.rb#fixtures/clean-dir-app/source/about.html#fixtures/custom-layout-app/config.rb#fixtures/custom-layout-app/source/layout.haml#fixtures/data-app/source/layout.haml#fixtures/different-engine-layout/source/index.html.haml#fixtures/different-engine-partial/source/shared/_footer.slim#fixtures/glob-app/source/index.html.haml#fixtures/multiple-layouts/source/layout.haml#fixtures/partials-app/source/_main.haml#fixtures/partials-app/source/second.html.haml#fixtures/test-app/source/custom-layout-dir/index.html.haml#fixtures/test-app/source/layout.haml#fixtures/test-app/source/layouts/custom.haml#fixtures/test-app/source/stylesheets/site.css.sass#gem_rake_helper.rb#lib/middleman/templates/shared/Gemfile.tt#lib/middleman/version.rb#...leman/vendor/padrino-core-0.10.5/Rakefile → middleman-core/Rakefile#bin/middleman → middleman-core/bin/middleman#features/3rd_party_cli.feature → ...leman-core/features/3rd_party_cli.feature#features/auto_layout.feature → middleman-core/features/auto_layout.feature#features/builder.feature → middleman-core/features/builder.feature#features/chained_templates.feature → ...n-core/features/chained_templates.feature#features/clean_build.feature → middleman-core/features/clean_build.feature#features/cli.feature → middleman-core/features/cli.feature#middleman-core/features/content_for.feature#...rrent_page_request_path_backwards.feature → ...rrent_page_request_path_backwards.feature#features/custom_layout_engines.feature → ...re/features/custom_layout_engines.feature#features/page_alias_and_layouts.feature → ...eman-core/features/custom_layouts.feature#features/data.feature → middleman-core/features/data.feature#features/directory_index.feature → ...man-core/features/directory_index.feature#features/dynamic_pages.feature → ...leman-core/features/dynamic_pages.feature#features/feature_params.feature → ...eman-core/features/feature_params.feature,False,
460105,ca10d108e333f9fe4dafee51ad1d52252eb5ff02#73913f0ace4ff6f90391a2ff09f4605c291d4069,c8a134a,2011-12-30 03:28:58,CHANGELOG.md#middleman-core/features/asset_host.feature#middleman-core/features/data.feature#middleman-core/lib/middleman-core/extensions/asset_host.rb#middleman-more/features/liquid.feature#middleman-more/features/minify_css.feature#middleman-more/features/minify_javascript.feature#middleman-more/features/relative_assets.feature#middleman-more/fixtures-old/test-app/config.rb#middleman-more/fixtures-old/test-app/source/_partial.haml#middleman-more/fixtures-old/test-app/source/a_folder/needs_index.html#middleman-more/fixtures-old/test-app/source/asset_host.html.haml#middleman-more/fixtures-old/test-app/source/auto-css.html.haml#middleman-more/fixtures-old/test-app/source/auto-css/auto-css.html.haml#middleman-more/fixtures-old/test-app/source/auto-css/index.html.haml#middleman-more/fixtures-old/test-app/source/auto-css/sub/auto-css.html.haml#middleman-more/fixtures-old/test-app/source/auto-image-sizes.html.haml#middleman-more/fixtures-old/test-app/source/auto-js.html.haml#middleman-more/fixtures-old/test-app/source/auto-js/auto-js.html.haml#middleman-more/fixtures-old/test-app/source/auto-js/index.html.haml#middleman-more/fixtures-old/test-app/source/auto-js/sub/auto-js.html.haml#middleman-more/fixtures-old/test-app/source/cache-buster.html.haml#middleman-more/fixtures-old/test-app/source/content_for_erb.html.erb#middleman-more/fixtures-old/test-app/source/content_for_haml.html.haml#middleman-more/fixtures-old/test-app/source/content_for_slim.html.slim#middleman-more/fixtures-old/test-app/source/custom-layout-dir/index.html.haml#middleman-more/fixtures-old/test-app/source/custom-layout.html.haml#middleman-more/fixtures-old/test-app/source/data.html.erb#middleman-more/fixtures-old/test-app/source/data3.html.erb#middleman-more/fixtures-old/test-app/source/former_padrino_test.html.haml#middleman-more/fixtures-old/test-app/source/front-matter-2.php.erb#middleman-more/fixtures-old/test-app/source/front-matter-change.html.erb#middleman-more/fixtures-old/test-app/source/front-matter.html.erb#middleman-more/fixtures-old/test-app/source/images/Child folder/regular_file(example).txt#.travis.yml#Gemfile#Rakefile#gem_rake_helper.rb#middleman-core/bin/middleman#...re/features/automatic_image_sizes.feature → ...re/features/automatic_image_sizes.feature#...ore/fixtures-old/asset-host-app/config.rb → ...an-core/fixtures/asset-host-app/config.rb#...tures-old/asset-host-app/source/.htaccess → .../fixtures/asset-host-app/source/.htaccess#middleman-core/fixtures/asset-host-app/source/asset_host.html.erb#...ld/asset-host-app/source/images/blank.gif → ...es/asset-host-app/source/images/blank.gif#...man-more/fixtures-old/fonts-app/config.rb → ...xtures/automatic-image-size-app/config.rb#middleman-core/fixtures/automatic-image-size-app/source/auto-image-sizes.html.erb#...-old/relative-app/source/images/blank.gif → ...ic-image-size-app/source/images/blank.gif#middleman-core/lib/middleman-core.rb#middleman-core/lib/middleman-core/base.rb#middleman-core/lib/middleman-core/cli.rb#...b/middleman-more/extensions/asset_host.rb → ...b/middleman-core/extensions/asset_host.rb#...-more/extensions/automatic_image_sizes.rb → ...-core/extensions/automatic_image_sizes.rb#...nsions/automatic_image_sizes/fastimage.rb → ...nsions/automatic_image_sizes/fastimage.rb#middleman-core/lib/middleman-core/templates/shared/Gemfile.tt#middleman-core/lib/middleman-core/version.rb#middleman-core/middleman-core.gemspec#middleman-more/Gemfile#middleman-more/Rakefile#middleman-more/features/asset_host.feature → ...-more/features/asset_host_compass.feature,False,
460148,4b5174f0c81ff30b5f51cd8c355b62ae145ff3da,ca10d10,2011-12-30 03:52:07,.yardopts#Rakefile#gem_rake_helper.rb#middleman-core/lib/middleman-core/version.rb,False,
460170,4422efc270197ca77ff0100edf53e7af6972f05a,4b5174f,2011-12-30 03:58:23,gem_rake_helper.rb,False,
464670,e496d228b05decc03f2e5611e2aeecb8a60f2416#347eb2c6b8efa35ea4f04165d48fde578b5d9a4d,4422efc,2011-12-31 20:48:48,middleman-core/lib/middleman-core/core_extensions/rendering.rb#middleman-core/lib/middleman-core/guard.rb#middleman-x86-mingw32.gemspec#middleman/Rakefile#middleman/features/support/env.rb#middleman-more/lib/middleman-more.rb#middleman-more/lib/middleman-more/renderers/sass.rb,False,
464823,50b9ad7b28cbf0fd39f16375aad71050a54daf61#aee8e325249ecb965947c63fc3acfdae2f7253c9,e496d22,2011-12-31 21:44:56,middleman-core/lib/middleman-core/core_extensions/front_matter.rb#middleman-core/lib/middleman-core/step_definitions/middleman_steps.rb#middleman-core/lib/middleman-core/step_definitions/server_steps.rb#middleman-core/features/preview_changes.feature,False,
464959,c7249a63b1d200b578c04213104e5f07adeae135,50b9ad7,2011-12-31 22:29:52,middleman-core/lib/middleman-core/renderers/erb.rb#middleman-more/lib/middleman-more.rb#middleman-more/lib/middleman-more/core_extensions/compass.rb#middleman-more/lib/middleman-more/core_extensions/sprockets.rb#middleman-more/lib/middleman-more/extensions/cache_buster.rb#middleman-more/lib/middleman-more/extensions/minify_css.rb#middleman-more/lib/middleman-more/extensions/minify_javascript.rb#middleman-more/lib/middleman-more/extensions/relative_assets.rb#middleman-more/lib/middleman-more/renderers/haml.rb,False,
466644,83de7a7e1323f0b52f6f7281def7bf0209f2d0e8,c7249a6,2012-01-02 01:47:52,middleman-core/lib/middleman-core.rb#middleman-core/lib/middleman-core/base.rb#middleman-core/lib/middleman-core/cli/server.rb#middleman-core/lib/middleman-core/core_extensions/file_watcher.rb#middleman-core/lib/middleman-core/vendor/rb-fsevent-0.4.3.1/LICENSE#middleman-core/lib/middleman-core/vendor/rb-fsevent-0.4.3.1/README.rdoc#middleman-core/lib/middleman-core/vendor/rb-fsevent-0.4.3.1/ext/extconf.rb,False,
469219,075bff34db0eb2e5624a011be673acb0a51dc4c3#ee9b68288343f566fd21bbf21695589f75b63d0e,83de7a7,2012-01-02 18:32:02,Rakefile#middleman-core/lib/middleman-core/version.rb,False,
469234,a823607b89efd46b8a801a1e562583eea3c541c7,075bff3,2012-01-02 18:41:43,Rakefile,False,
469239,146b9c1187009a39c063244cff23fcba8fdc1cd4,a823607,2012-01-02 18:43:15,.gemtest,False,
469253,3d3e9e2f5b0e04afa2cd107f7b9320eecc9ae67c,146b9c1,2012-01-02 18:46:07,middleman-core/bin/middleman#middleman-core/lib/middleman-core/version.rb,False,
470188,20fea1bab143af45987635888aa58428fdca36cc,3d3e9e2,2012-01-02 21:48:22,middleman-core/lib/middleman-core/base.rb#middleman-core/lib/middleman-core/cli/server.rb#middleman-core/lib/middleman-core/core_extensions/data.rb#middleman-core/lib/middleman-core/core_extensions/file_watcher.rb#middleman-core/lib/middleman-core/core_extensions/front_matter.rb#middleman-core/lib/middleman-core/core_extensions/rendering.rb#middleman-core/lib/middleman-core/core_extensions/sitemap.rb#middleman-core/lib/middleman-core/step_definitions/middleman_steps.rb#middleman-core/lib/middleman-core/watcher.rb,False,
470376,9b48a46e3022ad5c37693fabf0b2474fc0424fc6#c8ba3d9a4409226907e074568a686e642b9545a6#4ff52141dfa49f88cdaeba872c142b47690373d5,20fea1b,2012-01-02 22:42:11,middleman-core/lib/middleman-core/templates/default.rb#middleman-core/lib/middleman-core/templates/default/source/layouts/layout.erb#middleman-core/lib/middleman-core/templates/default/source/stylesheets/_animate.scss#middleman-core/lib/middleman-core/templates/default/source/stylesheets/all.css#middleman-core/lib/middleman-core/templates/default/source/stylesheets/all.css.scss#...efault/source/stylesheets/_normalize.scss → .../default/source/stylesheets/normalize.css#.gitignore#Rakefile#middleman-core/Rakefile#middleman-core/ext/extconf.rb#middleman-core/bin/middleman#middleman-core/lib/middleman-core/cli/build.rb#middleman-core/lib/middleman-core/cli/server.rb#middleman-core/lib/middleman-core/core_extensions/data.rb#middleman-core/lib/middleman-core/sitemap/template.rb#middleman-core/lib/middleman-core/vendor/rb-fsevent-0.4.3.1/LICENSE,False,
470408,8cbd3352a033779a8c72c59139961e8564e2130e,9b48a46,2012-01-02 22:48:54,middleman-core/.gemtest#middleman-core/features/cli.feature#middleman-more/.gemtest#middleman/.gemtest,False,
471130,4bf65e063a507aedac25a16315e7c72ca4ef2c9a,8cbd335,2012-01-03 06:27:09,middleman-core/lib/middleman-core/version.rb,False,
480672,1746a4bf25ffa7a9505f96c7c15f2cd715be9804,4bf65e0#14581c1,2012-01-05 08:54:54,middleman-core/features/clean_build.feature#middleman-core/fixtures/clean-dir-app/config.rb#middleman-core/fixtures/clean-nested-app/config.rb#middleman-core/fixtures/clean-nested-app/source/about.html#middleman-core/lib/middleman-core/cli/build.rb#middleman-core/lib/middleman-core/step_definitions/builder_steps.rb,False,
484251,96924ad5a173a16d0210a9c94cc85f310b35b1ce,28a9ad5#1746a4b,2012-01-06 04:25:37,middleman-core/features/clean_build.feature#middleman-core/fixtures/clean-dir-app/config.rb#middleman-core/fixtures/clean-nested-app/config.rb#middleman-core/fixtures/clean-nested-app/source/about.html#middleman-core/lib/middleman-core/cli/build.rb#middleman-core/lib/middleman-core/step_definitions/builder_steps.rb,False,
484263,22adf3b516f571eac3e38dda392b1d0a9caf8b15#80a5a25457adcf85186b91b4cc1b7e1360ed56a3,96924ad,2012-01-06 04:34:32,gem_rake_helper.rb#middleman-core/Rakefile#middleman-more/Rakefile#middleman/Rakefile#middleman-core/lib/middleman-core.rb#middleman-core/lib/middleman-core/watcher.rb#middleman-core/middleman-core-x86-mingw32.gemspec#middleman-core/middleman-core.gemspec,False,
484312,92319ebffcc365d713e0696e945e9b31bfc93524,22adf3b,2012-01-06 05:19:06,middleman-core/features/dynamic_pages.feature#middleman-core/features/instance_vars.feature#middleman-core/fixtures/dynamic-pages-app/config.rb#middleman-core/fixtures/dynamic-pages-app/source/real/index.html.erb#middleman-core/lib/middleman-core/core_extensions/routing.rb#middleman-core/lib/middleman-core/sitemap/page.rb#middleman-core/lib/middleman-core/sitemap/template.rb,False,
484619,3e1814e0467387756da6304de08a102df30871fe,92319eb,2012-01-06 08:01:32,middleman-core/lib/middleman-core.rb#middleman-core/lib/middleman-core/cli/build.rb#middleman-more/features/compass-sprites.feature#middleman-more/fixtures/compass-sprites-app/config.rb#middleman-more/fixtures/compass-sprites-app/source/images/icon/arrow_down.png#middleman-more/fixtures/compass-sprites-app/source/images/icon/arrow_left.png#middleman-more/fixtures/compass-sprites-app/source/images/icon/arrow_right.png#middleman-more/fixtures/compass-sprites-app/source/images/icon/arrow_up.png#middleman-more/fixtures/compass-sprites-app/source/stylesheets/site.css.scss,False,
484640,8de087ec65065f85b7c6ee07ec719a686996be5c,3e1814e,2012-01-06 08:11:47,middleman-core/lib/middleman-core/core_extensions/file_watcher.rb,False,
491438,56e0c1755c5da96baa1af95196e706b72fd04168,8de087e#b01f0f9,2012-01-07 23:38:05,middleman-core/features/frontmatter_page_settings.feature#middleman-core/fixtures/frontmatter-settings-app/config.rb#middleman-core/fixtures/frontmatter-settings-app/source/alternate.erb#middleman-core/fixtures/frontmatter-settings-app/source/alternate_layout.html.erb#middleman-core/fixtures/frontmatter-settings-app/source/ignored.html.erb#middleman-core/fixtures/frontmatter-settings-app/source/no_index.html.erb,False,
491704,7282475350ea673bec972ac67abebf047f32bc8a#c473181167e3cbcfbfb08c100334b1f451c01814#0ac9c0b66246e59c911e3e349393bc622a7dd869,56e0c17,2012-01-08 01:59:30,CHANGELOG.md#middleman-core/lib/middleman-core/extensions/directory_indexes.rb#middleman-core/features/frontmatter_page_settings.feature#middleman-core/lib/middleman-core/core_extensions/front_matter.rb#middleman-core/lib/middleman-core/core_extensions/sitemap.rb#middleman-core/lib/middleman-core/cli/build.rb#middleman-core/lib/middleman-core/sitemap/page.rb,False,
491723,34e40cbe01d02f66055ba5ec596737707113db2b,7282475,2012-01-08 02:12:07,middleman-core/features/frontmatter_page_settings.feature#middleman-core/lib/middleman-core/core_extensions/front_matter.rb,False,
492581,d0dd60fb4bf23edeb71a7b2d27e9f4faf4492879,34e40cb,2012-01-08 07:48:30,middleman-core/lib/middleman-core/cli/build.rb#middleman-core/lib/middleman-core/core_extensions/front_matter.rb,False,
495815,a70a6d55074258c3077ac3f9f899309da795ee83,d0dd60f,2012-01-09 04:47:21,middleman-core/lib/middleman-core/core_extensions/extensions.rb,False,
524126,06cfb2b24c0e41c51fee40f36507e261dcfcb5c4,1aa1eed#a70a6d5,2012-01-14 20:19:08,middleman-core/lib/middleman-core/core_extensions/extensions.rb,False,
524131,309f8dd966a494b4b72d9f507ef8358f14d41bd8,06cfb2b#cebb15c,2012-01-14 20:19:10,middleman-core/features/ignore.feature#middleman-core/fixtures/ignore-app/config.rb#middleman-core/fixtures/ignore-app/source/about.html.erb#middleman-core/fixtures/ignore-app/source/articles/template.html.erb#middleman-core/fixtures/ignore-app/source/images/icon/messages.png#middleman-core/fixtures/ignore-app/source/images/pic.png#middleman-core/fixtures/ignore-app/source/images/portrait.jpg#middleman-core/fixtures/ignore-app/source/index.html.erb#middleman-core/fixtures/ignore-app/source/plain.html#middleman-core/fixtures/ignore-app/source/reports/another.html#middleman-core/fixtures/ignore-app/source/reports/index.html#middleman-core/fixtures/ignore-app/source/template.html.erb,False,
524147,3ef11f3add26c766745470e9b6e7bcd39ac2ebf7,309f8dd,2012-01-14 20:21:44,middleman-core/features/ignore.feature,False,
524233,be6f6944cae1c0042b0bc3e0563f1768dd9835e7#5cc204e848f3e4cebad4decbfbd0704581c54935,3ef11f3,2012-01-14 20:52:29,.yardopts#middleman-more/lib/middleman-more.rb#middleman-more/lib/middleman-more/extensions/minify_css/cssmin.rb#middleman-more/lib/middleman-more/renderers/liquid.rb#middleman-more/lib/middleman-more/renderers/markdown.rb#middleman-more/lib/middleman-more/renderers/sass.rb#middleman-more/lib/middleman-more/renderers/slim.rb#middleman-core/lib/middleman-core/core_extensions/rendering.rb,False,
